winner,opponent_1,opponent_2,community_cards,winner_card_type
"5h,5d","Jh,Ah","6s,As","4h,5s,9h,6h,5c",Four of a Kind
"4s,As","Qd,Qc","8d,Kd","Td,5s,Ac,Ad,Ah",Four of a Kind
"7c,Ad","Ah,As","9d,Jd","7d,7h,5d,7s,5s",Four of a Kind
"5c,Ac","9h,9d","3h,Kh","5h,9s,5s,5d,7h",Four of a Kind
"8d,Ah","Qs,Qc","2h,Kh","Ad,As,8h,Ac,3d",Four of a Kind
"Jc,Js","7d,Ad","6c,9c","Qs,Jd,Ac,Jh,As",Four of a Kind
"9h,9s","4c,Ac","2c,Jc","Ah,Ad,9d,Js,9c",Four of a Kind
"9s,9d","Qd,Ad","Th,Jd","Qs,9h,3c,9c,Qh",Four of a Kind
"6h,6c","4d,Ad","3d,Kd","2d,6d,Ac,6s,As",Four of a Kind
"9s,9d","Th,Qh","7h,Jc","9h,8h,5h,9c,7c",Four of a Kind
"Qc,Ah","As,Ad","4c,Kd","Qs,Qd,6s,5c,Qh",Four of a Kind
"Th,Ac","Kd,Kc","6s,Ks","Ah,2s,Ad,As,9s",Four of a Kind
"Qh,Qc","7d,Ad","2c,2h","Qd,As,8d,Qs,Ah",Four of a Kind
"Jh,Ah","Kd,Kh","9s,Ks","Ac,6h,As,4s,Ad",Four of a Kind
"Js,Ac","Kd,Kh","Th,Jh","6c,Tc,As,Ah,Ad",Four of a Kind
"Js,Ac","Ah,As","3h,Qh","Jd,Jh,6d,Jc,Ks",Four of a Kind
"Jh,Qh","Ah,Ad","Tc,Jd","9d,Qc,Qd,Qs,2h",Four of a Kind
"Th,Kc","Qs,Qd","9d,Ad","Ks,Kd,6h,Kh,4h",Four of a Kind
"Qc,Ah","Ks,Kh","7d,Qd","Ac,Ad,4s,As,2c",Four of a Kind
"Td,Tc","Js,Kc","8c,9s","Ts,Qh,6c,Ad,Th",Four of a Kind
"Ts,Kd","Qd,Qc","4h,Jh","Tc,Td,2s,Qs,Th",Four of a Kind
"Td,Qd","As,Ah","9d,Jc","5d,Jd,Th,Tc,Ts",Four of a Kind
"9h,9d","3d,Ad","Jc,Kc","As,Ah,9c,9s,Ks",Four of a Kind
"Jh,Ah","Js,Jc","6c,9c","As,Ac,4s,Ad,6d",Four of a Kind
"Kc,Ac","Qd,Qs","Th,Qh","Ad,6d,Ah,As,2h",Four of a Kind
"Jc,Qc","Qd,Qs","4s,As","Jh,Jd,3s,5c,Js",Four of a Kind
"Ts,Qs","Ks,Kh","4h,Jh","Qc,Qd,Qh,8c,7c",Four of a Kind
"Qs,Ah","Ad,Ac","3c,Kh","Jh,Qd,Qh,Qc,5h",Four of a Kind
"7c,As","9h,9d","3c,3h","Ah,Ad,4h,5d,Ac",Four of a Kind
"Jd,Kd","Js,Jh","6c,Ac","Kc,Kh,7h,2h,Ks",Four of a Kind
"Js,Kd","Jd,Jc","4d,Qs","Ks,3d,Tc,Kh,Kc",Four of a Kind
"7d,Ad","Kd,Kh","Th,Jh","Ah,4c,As,Ac,3h",Four of a Kind
"6d,6h","Qd,Ad","8c,Jh","7c,Qh,6s,Qs,6c",Four of a Kind
"5s,As","Td,Tc","7h,Kc","Ah,6s,Ad,Ac,6h",Four of a Kind
"8c,Ad","Th,Td","5h,Qh","As,3c,9h,Ah,Ac",Four of a Kind
"9h,Ad","Js,Jc","5h,Qh","9c,9s,9d,8d,7h",Four of a Kind
"Js,Kc","Qd,Qc","Td,Kd","Jd,Jc,5d,Tc,Jh",Four of a Kind
"Kh,As","Jd,Jc","7d,Qd","Ac,6c,Ad,5c,Ah",Four of a Kind
"Qc,Kh","9s,9d","7d,Td","Qh,Qs,Qd,2h,2c",Four of a Kind
"3s,As","Js,Jc","2c,2h","Ac,9h,3d,Ad,Ah",Four of a Kind
"Jc,Qc","9h,9d","2c,Kh","Qh,Qd,Qs,4d,3d",Four of a Kind
"Td,Qd","9h,9c","9d,Tc","7d,Qs,Qh,3s,Qc",Four of a Kind
"Qd,Ad","Js,Jc","9s,Ks","Qs,3h,Qh,Td,Qc",Four of a Kind
"9c,Ac","Qs,Qd","Jc,Kc","9s,4h,9d,7c,9h",Four of a Kind
"Ts,Ah","Js,Jh","7h,Qh","4h,Td,5s,Th,Tc",Four of a Kind
"Qh,Ac","Td,Tc","9s,Kd","Qs,Qc,Qd,7h,9c",Four of a Kind
"7d,Ad","Js,Jh","9s,Qd","7h,2c,Th,7c,7s",Four of a Kind
"Js,Kc","9s,9d","5d,5h","8d,Kh,Kd,Ks,7c",Four of a Kind
"8c,As","Td,Tc","Ts,Kh","8h,8s,3h,4s,8d",Four of a Kind
"Js,Ah","8s,8c","3c,3h","Jh,4h,5c,Jc,Jd",Four of a Kind
"Td,Kd","9s,9d","8c,8h","4h,Tc,Ts,6d,Th",Four of a Kind
"Td,Tc","Jh,Qh","6c,Kd","8h,9s,Ts,Th,4s",Four of a Kind
"5c,Ac","Th,Td","3c,Kh","2c,4d,5s,5h,5d",Four of a Kind
"8s,Ac","6c,6h","Jc,Kc","2d,Ah,Ad,As,3c",Four of a Kind
"Kh,As","Kd,Kc","3s,3h","7d,7s,7c,5c,7h",Four of a Kind
"8h,Ah","Js,Jc","7c,Kc","8d,8s,8c,2s,4d",Four of a Kind
"Kd,Ac","8c,8s","6s,As","Kc,6c,6h,Kh,Ks",Four of a Kind
"Js,Jc","8h,Kh","9s,Ks","7h,Jd,Qh,Th,Jh",Four of a Kind
"6s,As","Th,Td","8d,Kd","7s,6h,6d,6c,4h",Four of a Kind
"7d,Ad","Ts,Td","Jc,Kd","7s,7c,8s,4s,7h",Four of a Kind
"Kc,Ac","Ts,Td","Tc,Js","Kd,7d,Ks,5s,Kh",Four of a Kind
"Td,Tc","Ah,As","7d,8d","Ts,Th,7h,4s,Qd",Four of a Kind
"Ks,Kh","As,Ad","9d,Qs","Kd,Kc,5d,9s,3h",Four of a Kind
"5c,Ac","Ks,Kh","3d,Kd","5d,Jc,5s,5h,Ts",Four of a Kind
"Js,Ks","7s,7c","9s,Qd","Kc,Kd,2c,3d,Kh",Four of a Kind
"Js,Qs","8s,8h","Th,Ac","Qd,6c,Qc,5s,Qh",Four of a Kind
"9h,Ad","8c,8s","2c,Kh","5d,Ac,Ah,4s,As",Four of a Kind
"Js,Kc","8c,8s","3h,Qh","Jd,Jh,3d,Jc,2s",Four of a Kind
"7s,7c","Ah,As","6d,Jc","7h,Qc,3s,7d,Kd",Four of a Kind
"4d,Ad","7s,7d","5h,Kh","5d,3d,2h,2d,2c",Straight Flush
"Qh,Kh","Js,Jc","2s,Ah","2d,Qs,Jd,Qc,Qd",Four of a Kind
"9h,9d","Ah,Ad","7c,Jc","Kc,3s,9s,9c,5d",Four of a Kind
"Ah,As","Qd,Qc","9c,Ts","Ad,8d,9h,Ac,2c",Four of a Kind
"Kd,Kh","8c,8s","Ts,Qc","Kc,2d,8d,Ks,2c",Four of a Kind
"Js,Jc","Kd,Kh","Kc,Ah","Jd,6s,Jh,8c,3d",Four of a Kind
"Td,Kd","8c,8s","Th,Jd","8h,2h,Kc,Ks,Kh",Four of a Kind
"8d,Kd","4d,Ad","7s,7c","Jd,Qd,Td,9d,8c",Straight Flush
"8c,8s","Kd,Ac","5d,Kh","4s,8h,Ah,8d,9c",Four of a Kind
"Td,Tc","Kd,Kh","Js,Qs","Qc,Ts,5h,4d,Th",Four of a Kind
"7s,7c","9h,Ad","5s,Js","Ac,9d,7d,7h,2h",Four of a Kind
"Th,Td","Js,Ks","2h,Ah","Tc,9s,Qc,Ts,Ac",Four of a Kind
"7s,7c","Qd,Qc","6h,Jh","4c,7h,3h,8d,7d",Four of a Kind
"Ts,Qs","9h,9d","6h,Jd","Js,3d,9s,8s,6d",Straight Flush
"Ah,As","Kd,Kh","6d,6c","5c,9h,Ac,Jh,Ad",Four of a Kind
"7s,7c","Ks,As","8h,Ts","5s,4s,3s,6s,4h",Straight Flush
"Js,Ad","8c,8h","7d,7c","Jh,4s,Jc,8d,Jd",Four of a Kind
"Ks,Kh","Jd,Jc","Ts,Qc","9c,Th,Kc,5s,Kd",Four of a Kind
"Js,Jc","Qd,Ad","8h,Ah","Jh,Qs,5c,Jd,2s",Four of a Kind
"Js,Jc","Kd,Kh","9c,Ac","Jh,2c,4s,7d,Jd",Four of a Kind
"5h,5d","Qd,Ad","Jh,Ah","Qc,5s,Js,5c,4d",Four of a Kind
"5h,5d","Jh,Qh","6s,As","Jd,Qd,5c,6h,5s",Four of a Kind
"6h,6c","Kh,As","Tc,Ah","6s,Qc,Ad,6d,4h",Four of a Kind
"Ah,As","Qd,Qc","8s,Js","Ac,8h,2c,Ad,4s",Four of a Kind
"Qd,Qc","Ah,As","9s,Kd","6c,Qh,Qs,Th,4d",Four of a Kind
"5h,5d","Td,Ah","9s,Kd","5s,Tc,2h,5c,As",Four of a Kind
"7s,7c","Ah,As","9c,Ts","6s,7h,Js,7d,Th",Four of a Kind
"6d,6h","8c,8s","9d,Jd","Th,7s,6s,9c,6c",Four of a Kind
"Td,Tc","Js,Ac","9h,Jd","4s,7c,Ad,Th,Ts",Four of a Kind
"8s,8c","9s,Ah","6h,Kh","8h,9c,Qc,As,8d",Four of a Kind
"6d,6h","Ah,As","5h,Qd","Tc,6c,6s,2d,9d",Four of a Kind
"Td,Kd","Jh,Ah","3h,3c","Ad,Kh,Th,Ts,Tc",Four of a Kind
"7c,7s","Js,Ah","3c,3h","Ac,7d,7h,4s,9c",Four of a Kind
"Jh,Qh","9h,9c","2c,Qc","9s,Jd,6h,Js,Jc",Four of a Kind
"Tc,Ac","Jh,Ah","Js,Qh","3d,Td,Th,As,Ts",Four of a Kind
"Js,Jc","Td,Tc","5s,Ah","4s,Jh,7h,Jd,9s",Four of a Kind
"7d,7c","Ks,Kh","2s,2d","Jc,6c,3h,7s,7h",Four of a Kind
"7c,7s","Qs,Ah","6s,6h","3h,5c,Qd,7h,7d",Four of a Kind
"9h,9d","Kc,Ks","4h,As","9s,8s,2h,6c,9c",Four of a Kind
"Ah,Ad","Qs,Qd","9d,Kd","Ac,8c,5d,2d,As",Four of a Kind
"9h,9d","Qc,Kc","Tc,Js","Kh,9c,9s,Qd,5d",Four of a Kind
"8s,8h","Jc,Js","6h,Qd","8c,2s,9c,4h,8d",Four of a Kind
"Js,Kc","6c,Ac","3s,As","Ad,Qh,Jd,Jh,Jc",Four of a Kind
"Ah,Ad","Qs,Ks","7c,Jc","Ac,Th,Qd,4s,As",Four of a Kind
"9h,9c","Qs,Ks","8c,Tc","Qc,9d,9s,6h,4h",Four of a Kind
"As,Ah","Qh,Qc","6c,Tc","Ad,Ac,9h,5c,6h",Four of a Kind
"9s,9d","Td,Kd","4s,Ah","7s,9h,Ks,9c,3h",Four of a Kind
"Js,Ks","9h,Ad","8c,8h","6d,Jh,Ac,Jc,Jd",Four of a Kind
"5c,5h","Ad,Ac","8h,8d","Jc,Qs,5d,9c,5s",Four of a Kind
"Ad,Ac","Kd,Kc","5c,Qs","6d,7s,3c,Ah,As",Four of a Kind
"Jd,Jc","Ks,Kh","8d,Ah","4h,5d,8c,Js,Jh",Four of a Kind
"Kd,Kh","Td,Ah","8s,Js","Tc,4s,Kc,6h,Ks",Four of a Kind
"Ah,As","Js,Ks","7h,Kc","Jd,Ac,Ad,9s,8c",Four of a Kind
"8c,8s","Ah,As","5c,Kc","2c,8h,6d,8d,9c",Four of a Kind
"8s,8c","Qs,Qd","7s,7h","9d,Jh,8d,8h,4s",Four of a Kind
"Kc,Ks","Td,Ad","6c,Ac","2h,Kd,As,9c,Kh",Four of a Kind
"Js,Kc","6c,Ac","Tc,Qc","Ah,Kh,Ks,2s,Kd",Four of a Kind
"Th,Td","Jd,Kd","7h,Qh","Ts,Tc,Kh,3d,6d",Four of a Kind
"7c,7s","Js,Jh","2d,Ad","7h,3h,7d,Tc,8s",Four of a Kind
"Qd,Qs","9h,9d","6h,Jc","4c,Qh,8h,7d,Qc",Four of a Kind
"Ks,As","Ts,Kd","5h,Qh","Kc,Ad,Ah,Ac,2h",Four of a Kind
"Kc,Ks","Ts,Ah","8s,Qs","8d,9c,Ac,Kh,Kd",Four of a Kind
"5c,Ac","Jd,Jc","Qh,Ah","Qc,4c,3c,2c,4d",Straight Flush
"9h,9c","Ts,As","3h,Jh","9s,3d,Ac,9d,5h",Four of a Kind
"8c,8s","Ah,As","6d,Qd","Ks,Qh,8d,Ts,8h",Four of a Kind
"9s,9d","Ah,As","Th,Ad","4s,Qs,8d,9c,9h",Four of a Kind
"Kc,Ks","Td,Ad","7c,Jc","4h,Ac,Kh,Kd,8s",Four of a Kind
"Qd,Qs","Ks,Kh","8c,Kc","9d,Qc,7d,6c,Qh",Four of a Kind
"9s,9d","Js,Ks","Tc,Ac","9c,7d,Jh,2s,9h",Four of a Kind
"As,Ad","Tc,Kc","Td,Jd","Ah,5d,Kh,Ac,3d",Four of a Kind
"Td,Ah","Js,Ac","Jh,Kd","9h,Ad,Th,Tc,Ts",Four of a Kind
"9s,9d","8h,Kh","Jh,Kd","8s,Tc,8c,9h,9c",Four of a Kind
"Qd,Qs","9c,As","2d,Ad","9d,3d,5h,Qc,Qh",Four of a Kind
"8c,8s","Ah,As","4c,Qd","Jc,8d,9d,2c,8h",Four of a Kind
"5s,5d","Ah,Ad","7h,9h","5h,3h,Tc,Kh,5c",Four of a Kind
"4d,Ad","Kh,As","9h,Ah","4s,4h,Kc,4c,3d",Four of a Kind
"Td,Tc","Jh,Qh","6c,9c","5h,Th,Ts,9h,3h",Four of a Kind
"8h,Ah","6d,Ad","4d,Qs","8d,As,8s,8c,Qd",Four of a Kind
"9h,9c","Jd,Ad","8c,Kc","Ac,9d,2h,9s,4s",Four of a Kind
"Kh,As","Qc,Kc","7s,7c","Ac,Jh,Ad,Qd,Ah",Four of a Kind
"Qh,Qs","Jd,Kh","7c,Kc","Ks,9d,Qd,Qc,8c",Four of a Kind
"Th,Qh","Td,Tc","8c,9s","Qd,Jh,Ad,9h,Kh",Straight Flush
"5c,Ac","Ts,Qs","Td,Jd","As,4h,Qd,Ad,Ah",Four of a Kind
"Td,Tc","Ks,As","7h,Kc","Qd,Th,Ts,4s,Kd",Four of a Kind
"6d,6h","8c,As","8s,Ts","2s,6s,8h,3h,6c",Four of a Kind
"Th,Qh","9d,Ad","6d,Jc","Ah,Ts,3h,Tc,Td",Four of a Kind
"Kc,Ac","Tc,Kh","2c,2h","Ah,Ad,As,Ts,9s",Four of a Kind
"8c,8h","Jd,Ad","9s,As","Ac,8s,7h,8d,4s",Four of a Kind
"7s,7d","Qc,Kh","5d,Jd","7c,Qd,7h,Jh,8d",Four of a Kind
"Tc,Ac","Qd,Ad","Jh,Kd","Th,Qh,Ts,Td,5d",Four of a Kind
"6d,6h","Qc,Kh","3s,As","6c,Qd,6s,Ts,7c",Four of a Kind
"9s,9d","7s,7c","Kc,Ah","9h,3s,6h,2c,9c",Four of a Kind
"5h,5d","Qh,Kh","3c,Jc","Qd,Jd,5c,8h,5s",Four of a Kind
"Qd,Qs","Kh,As","5s,Js","Tc,Ks,Qh,Qc,7d",Four of a Kind
"8c,8s","Ts,Kd","9s,Qs","8d,Ks,8h,7s,4d",Four of a Kind
"4s,As","Qs,Ks","7s,Ts","5c,Qc,Ac,Ad,Ah",Four of a Kind
"Qd,Qc","Ah,As","7c,Jc","4h,Qs,9d,Qh,6h",Four of a Kind
"6c,6h","Jd,Kd","Qh,Ad","Kh,6s,2d,7h,6d",Four of a Kind
"6c,6h","Th,Kc","3d,Qd","6s,Ts,Kh,8d,6d",Four of a Kind
"5d,Ad","Tc,Kh","6c,Ac","Kc,5c,5s,5h,6h",Four of a Kind
"6h,6c","Kh,Ah","Tc,Qc","6s,4c,Ad,6d,Qd",Four of a Kind
"6s,As","Th,Kc","8h,9d","Ad,Td,Ac,Ah,3s",Four of a Kind
"Ts,Kd","Qh,Ac","9s,Qs","Ah,Kc,Js,Kh,Ks",Four of a Kind
"Qd,Qc","9d,Kd","2c,Kh","5c,9c,Qh,Qs,2s",Four of a Kind
"9s,9d","Jh,Ah","2c,Kh","9h,4s,3h,9c,Ac",Four of a Kind
"Js,Jh","Td,Kd","3c,3h","Jc,Ts,Tc,4c,Jd",Four of a Kind
"8c,8s","Ah,As","5h,Qh","7c,Kd,Th,8d,8h",Four of a Kind
"Qs,Qc","Kc,Ac","3s,As","2d,Ks,Qh,7d,Qd",Four of a Kind
"Th,Kc","Js,Ah","5s,Qd","Kd,Ks,Jc,2c,Kh",Four of a Kind
"Ah,As","Qd,Qc","4h,4d","8d,2s,3d,Ad,Ac",Four of a Kind
"Qs,Qd","8h,Kh","2s,Js","8s,6d,4c,Qh,Qc",Four of a Kind
"Js,Jh","Ah,Ad","3h,Kh","Jd,2s,8d,Jc,4d",Four of a Kind
"9d,Ad","Ks,As","2c,2h","9c,Ac,9h,5h,9s",Four of a Kind
"8s,8c","Ah,Ad","7h,Qd","3c,5s,8d,8h,4h",Four of a Kind
"Th,Qh","Ah,As","7d,Qd","Kh,9h,Jh,6s,Jc",Straight Flush
"6d,6h","Ah,As","3h,Qh","6s,Jh,6c,7s,Ks",Four of a Kind
"6d,6h","Kd,Kh","9c,Ac","6s,8s,6c,5d,3d",Four of a Kind
"5h,5d","Kd,Kh","3c,Jc","5s,9d,4c,7h,5c",Four of a Kind
"Jh,Qh","Jc,Ad","Qd,Kd","Th,Ah,5s,Kh,9d",Royal Flush
"Js,Kc","9h,Ad","9s,Qd","9d,Jd,Jh,Jc,5s",Four of a Kind
"As,Ad","Ts,Td","6h,Jc","6d,5h,Ah,Ac,4s",Four of a Kind
"Qd,Qc","8c,8s","9s,Kd","5c,7s,6c,Qh,Qs",Four of a Kind
"Ts,Qs","Th,Td","7s,7h","8s,Qh,Jd,9s,Js",Straight Flush
"Js,Jc","Kd,Kh","2s,Ah","8h,Jh,2c,9s,Jd",Four of a Kind
"5h,5d","Ks,As","4h,4d","Kc,3s,5c,9c,5s",Four of a Kind
"Kd,Kh","6c,Ac","9d,Jd","2c,3c,Kc,Ks,2s",Four of a Kind
"Js,Jh","Qs,Ks","Qh,Ad","4c,Jd,Qc,7h,Jc",Four of a Kind
"Qd,Qc","Kd,Ac","3d,Kh","Qs,Qh,Ks,7d,2s",Four of a Kind
"Ah,As","Js,Jc","6d,Qd","Ac,7h,8c,6s,Ad",Four of a Kind
"7h,Ah","Ts,Ac","8c,Tc","Td,7d,4c,7s,7c",Four of a Kind
"3c,Ac","Qc,Ah","6d,Qd","Qh,3h,2d,3d,3s",Four of a Kind
"Qd,Ad","Js,Ks","4h,Jh","Ac,9d,Ah,As,Jc",Four of a Kind
"Qs,Ks","Kd,Ac","5s,Ad","Qh,Qc,Kc,Qd,8c",Four of a Kind
"Td,Tc","Ah,As","2s,Js","Ts,8h,Th,Qc,5h",Four of a Kind
"9s,9d","Td,Tc","4d,Kd","9h,5c,9c,6c,Qc",Four of a Kind
"9s,9d","Qc,Kh","Th,Ad","Qd,9c,4h,9h,Jd",Four of a Kind
"Qd,Qc","9s,9d","7c,Kc","Qh,6h,Qs,3s,2s",Four of a Kind
"7s,7d","Th,Td","2d,Kd","8s,4h,7c,2h,7h",Four of a Kind
"As,Ad","Qd,Qs","8s,Jc","Ah,Th,2c,6h,Ac",Four of a Kind
"Qh,Qc","Th,Kc","7d,Jc","5s,Td,9h,Qd,Qs",Four of a Kind
"8c,8s","Th,Qh","5d,5h","Ts,8d,2h,8h,3d",Four of a Kind
"Qs,Qd","Kc,Ks","4d,Jd","3h,Qc,Qh,7h,Js",Four of a Kind
"Kd,Kc","Jc,Js","3d,Qd","Kh,7s,Ks,2h,5h",Four of a Kind
"6h,6c","8c,Ad","7d,Tc","6s,2h,Ah,6d,4d",Four of a Kind
"Ad,Ac","Js,Kd","5c,Kc","Td,5d,Ah,As,Jd",Four of a Kind
"Js,Jc","Kd,Kh","3s,Ac","Jd,Qs,3d,3h,Jh",Four of a Kind
"Ad,Ah","Qh,Qs","3c,Jc","Ac,2s,Js,6c,As",Four of a Kind
"5h,5d","Td,Ah","Js,Qh","Th,5s,3c,6d,5c",Four of a Kind
"5c,5h","Ts,As","2s,Ad","5s,4c,Ac,7h,5d",Four of a Kind
"7s,7d","Kh,Ah","6s,Js","7c,Qh,7h,Qc,Jh",Four of a Kind
"9h,9s","7c,As","5h,Qh","5d,9c,7s,4h,9d",Four of a Kind
"Qs,Qd","9d,Kd","8s,Ah","6s,3h,9h,Qc,Qh",Four of a Kind
"Jc,Js","7d,Ac","3c,Ks","4d,7h,6s,Jh,Jd",Four of a Kind
"Kd,Kh","Th,Qh","2s,Js","6s,5c,Qc,Ks,Kc",Four of a Kind
"9d,Kd","Qh,Kh","6h,Jh","Qd,7c,Jd,9s,Td",Straight Flush
"5s,5d","Jh,Qh","2s,Kc","Th,9d,5h,9h,5c",Four of a Kind
"Jc,Js","7d,Ad","4d,Ah","Ac,Jd,6h,Jh,8d",Four of a Kind
"5s,5d","Qd,Ad","8d,Jd","6d,5c,As,5h,6s",Four of a Kind
"8s,8c","Th,Td","7h,9h","3c,2c,8d,5s,8h",Four of a Kind
"Qc,Kc","Ks,Kh","2h,Jh","Ac,Jc,Ad,9s,Tc",Royal Flush
"Td,Tc","Js,Ks","5d,Kh","9s,Jd,Th,4c,Ts",Four of a Kind
"7s,7d","Kd,Kc","Ks,Ad","7h,Qd,Qs,6s,7c",Four of a Kind
"Td,Tc","9s,9d","6d,Jc","Ks,Kh,Th,9c,Ts",Four of a Kind
"Td,Kd","9s,9d","3s,As","Ts,Tc,Jd,Th,6s",Four of a Kind
"8c,8s","Kd,Kh","6h,Jh","2h,8h,8d,3c,7h",Four of a Kind
"7s,7c","Js,Ks","6s,Ad","6h,Jd,7d,3d,7h",Four of a Kind
"7s,7c","Kd,Kh","Js,Qh","Td,7h,7d,9d,2h",Four of a Kind
"Kh,Ah","Jd,Ad","9d,Tc","Kc,Th,3d,Qh,Jh",Royal Flush
"7c,Ad","Td,Tc","4c,Qd","As,Ac,Ah,Kh,3c",Four of a Kind
"9d,Kd","Td,Tc","5d,5h","Ks,Kh,Kc,9s,Jh",Four of a Kind
"9s,Ah","Qs,Qd","2s,Js","9c,Jc,9h,Kd,9d",Four of a Kind
"Jd,Jc","Ts,Ac","6c,Kd","Td,6d,6s,Js,Jh",Four of a Kind
"7d,Ad","9h,9d","6d,6h","4c,7h,Ts,7s,7c",Four of a Kind
"Qd,Qc","6c,Ac","6h,Jh","Qs,Ad,5c,8s,Qh",Four of a Kind
"5h,5d","Ah,As","Ts,Qc","3c,Td,Th,5s,5c",Four of a Kind
"7s,7c","8h,Ah","8d,9d","6c,8s,3h,7h,7d",Four of a Kind
"7h,7c","8h,Ah","5s,Js","Ac,Jd,3s,7d,7s",Four of a Kind
"3d,Ad","Th,Td","4c,4h","As,Ah,Qs,9h,Ac",Four of a Kind
"Kd,Kh","9d,Ad","3s,As","Kc,9h,Ah,Ks,2s",Four of a Kind
"6c,6h","5c,Ac","3h,Jh","2c,Ad,6s,8s,6d",Four of a Kind
"Qs,Qd","8h,Kh","6d,Ks","5h,Qc,Ah,Qh,5s",Four of a Kind
"7h,7c","8d,Ah","2d,Ks","7d,Kd,Ac,6s,7s",Four of a Kind
"8c,8s","Tc,Ac","7s,9s","6h,Ad,8h,8d,Kc",Four of a Kind
"Td,Tc","Js,Jc","6c,Kd","Th,5h,2h,9c,Ts",Four of a Kind
"Th,Td","Jc,Js","8d,Ad","9c,Ts,Tc,3h,9d",Four of a Kind
"5c,5h","Kd,Kc","4s,Js","5d,9h,9c,5s,Qc",Four of a Kind
"9s,9d","5s,As","Qc,Kh","9h,Ad,4c,Td,9c",Four of a Kind
"8c,8s","Ah,As","3s,Ac","6c,8h,8d,4d,4c",Four of a Kind
"6c,6h","Qc,Kh","7c,8c","Kd,6s,Th,6d,4d",Four of a Kind
"Qd,Ad","9s,9d","2c,2h","7c,Qc,Qs,Qh,Js",Four of a Kind
"7s,7c","Qh,Kh","2c,Ac","Kc,7h,9s,9d,7d",Four of a Kind
"7s,7d","Th,Td","6c,Kd","2d,Ac,Ad,7h,7c",Four of a Kind
"7s,7c","9d,Ad","Jd,Kd","7d,4c,Qd,7h,Ah",Four of a Kind
"9d,Kd","8c,8s","9c,Ts","Ks,4d,Js,Kh,Kc",Four of a Kind
"Ts,Qs","Js,Jh","7c,8c","Th,Qd,3h,Td,Tc",Four of a Kind
"Jd,Ad","Jc,Js","4h,Qd","Ah,Qs,8d,Ac,As",Four of a Kind
"5s,5d","Kc,Ks","2s,Ad","Tc,4c,5h,5c,3s",Four of a Kind
"Ks,Kh","Ts,Td","6c,Tc","Kc,3s,7h,3d,Kd",Four of a Kind
"9h,Ad","8c,8s","4d,Kd","9d,5s,9s,Qh,9c",Four of a Kind
"9h,9d","5c,Ac","Jd,Qh","7d,Ad,9s,6c,9c",Four of a Kind
"6h,6s","9d,9s","7c,Qc","6d,6c,5h,8h,2s",Four of a Kind
"Js,Jh","9c,Ac","8h,Kd","As,7h,Qh,Jd,Jc",Four of a Kind
"Qs,Qc","Kd,Kc","7d,Ad","7h,Jh,Qh,Qd,Tc",Four of a Kind
"7c,7s","Jh,Qh","Jc,Kc","Jd,7d,As,7h,Ac",Four of a Kind
"6h,6c","9c,As","7h,Qs","6d,Ah,2d,4d,6s",Four of a Kind
"8c,8s","Ts,Kd","7h,Qc","4c,8h,Td,8d,7s",Four of a Kind
"Js,Jc","Kd,Kh","8h,Qh","Jd,2c,5s,Jh,5d",Four of a Kind
"9h,9d","Kc,Ks","3h,Kh","2s,Qh,2h,9c,9s",Four of a Kind
"8c,8d","Jd,Ad","9h,Qh","8s,As,5s,8h,4d",Four of a Kind
"Qh,Kh","9s,9d","7h,7c","5c,Ks,Kd,Ah,Kc",Four of a Kind
"Th,Qh","7c,Ad","3s,Ks","Ah,Jh,2s,Kh,4s",Royal Flush
"5h,5d","8h,Kh","7s,9s","5c,Kc,3h,4d,5s",Four of a Kind
"6d,Ad","Jd,Jc","7c,Tc","6s,3s,6h,Qc,6c",Four of a Kind
"5d,Ad","9h,9c","Jc,Qc","2c,Ac,Th,As,Ah",Four of a Kind
"5h,5d","Js,Jc","7h,Tc","9d,7c,5c,9h,5s",Four of a Kind
"Js,Jh","Qs,Ks","4s,Kh","Jd,Qh,Ah,Ac,Jc",Four of a Kind
"Jd,Jc","6h,6s","Qc,Ks","Jh,3c,4s,4h,Js",Four of a Kind
"5h,5d","Qh,Ac","2s,Qs","As,5s,2d,5c,9s",Four of a Kind
"Kd,Kh","5s,As","Jd,Ac","Kc,3s,Ks,2s,2h",Four of a Kind
"Td,Tc","Jh,Ah","2s,Qs","Jd,Th,4s,4d,Ts",Four of a Kind
"Js,Ah","Th,Td","2c,Kc","Qc,Jh,Jc,Jd,3c",Four of a Kind
"Td,Tc","Qc,Kh","6d,Jc","Th,Qs,2d,Ts,8s",Four of a Kind
"8h,8s","9h,Kh","6s,As","8c,8d,Kd,Ts,3s",Four of a Kind
"8c,8s","Td,Tc","2c,2h","2d,4d,8d,8h,3s",Four of a Kind
"9c,Ac","7c,7s","9d,Kh","As,4h,Ad,Jd,Ah",Four of a Kind
"Th,Td","8s,8c","8h,9h","7h,Ts,Tc,3s,3d",Four of a Kind
"7s,7c","5h,5d","2s,Qs","2h,3h,7h,4d,7d",Four of a Kind
"Js,Jc","Ts,Kd","6d,6c","2h,Jd,Ks,Jh,Tc",Four of a Kind
"5h,5s","9s,Ac","6h,Jd","Ah,7d,5d,Jh,5c",Four of a Kind
"Js,Jc","Td,Ah","6c,9c","As,Kh,3s,Jh,Jd",Four of a Kind
"Qd,Qc","Tc,Ac","9d,Ah","9h,As,Qh,Qs,9c",Four of a Kind
